repo_name,week,commit_sha,dependency,version,concreteVersion,dependency_type
tact-lang/tact-template,2025-W06,8f05200faaa38e1de6fe25eb7f9d734d2e93f357,ts-jest,^29.0.3,29.2.5,normal
tact-lang/tact-template,2025-W06,8f05200faaa38e1de6fe25eb7f9d734d2e93f357,ts-node,^10.9.1,10.9.2,normal
tact-lang/tact-template,2025-W06,8f05200faaa38e1de6fe25eb7f9d734d2e93f357,typescript,^4.9.4,4.9.5,normal
tact-lang/tact-template,2025-W06,8f05200faaa38e1de6fe25eb7f9d734d2e93f357,eslint,^9.19.0,9.20.0,dev
tact-lang/tact-template,2025-W06,8f05200faaa38e1de6fe25eb7f9d734d2e93f357,typescript-eslint,^8.22.0,8.23.1-alpha.6,dev
tact-lang/tact-template,2025-W06,8f05200faaa38e1de6fe25eb7f9d734d2e93f357,globals,^13.24.0,13.24.0,dev
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,@nowarp/misti,~0.5.0,0.5.0,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,@tact-lang/compiler,^1.6.0,^1.6.0,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,@tact-lang/deployer,^0.2.0,0.2.0,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,@tact-lang/ton-abi,^0.0.3,0.0.3,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,@tact-lang/ton-jest,^0.0.4,0.0.4,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,@ton/core,~0.56.3,0.56.3,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,@ton/crypto,^3.2.0,3.3.0,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,@ton/sandbox,^0.20.0,0.20.0,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,@ton/test-utils,^0.4.2,0.4.2,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,@ton/ton,^13.9.0,13.11.2,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,@types/jest,^29.2.4,29.5.14,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,@types/node,^18.11.14,18.19.76,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,@types/qs,^6.9.7,6.9.18,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,base64url,^3.0.1,3.0.1,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,enquirer,^2.3.6,2.4.1,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,jest,^29.3.1,29.7.0,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,open,^8.4.0,8.4.2,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,prando,^6.0.1,6.0.1,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,prettier,^2.5.1,2.8.8,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,qs,^6.11.0,6.14.0,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,ts-jest,^29.0.3,29.2.5,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,ts-node,^10.9.1,10.9.2,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,typescript,^4.9.4,4.9.5,normal
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,eslint,^9.19.0,9.21.0,dev
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,typescript-eslint,^8.22.0,8.24.2-alpha.3,dev
tact-lang/tact-template,2025-W08,1ee95142caebb24422d42a87d9f2ae25519e636d,globals,^13.24.0,13.24.0,dev
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,@nowarp/misti,~0.7.1,~0.7.1,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,@tact-lang/compiler,^1.6.1,^1.6.1,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,@tact-lang/deployer,^0.2.0,0.2.0,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,@tact-lang/ton-abi,^0.0.3,0.0.3,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,@tact-lang/ton-jest,^0.0.4,0.0.4,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,@ton/core,~0.56.3,0.56.3,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,@ton/crypto,^3.2.0,3.3.0,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,@ton/sandbox,^0.20.0,0.20.0,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,@ton/test-utils,^0.4.2,0.4.2,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,@ton/ton,^13.9.0,13.11.2,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,@types/jest,^29.2.4,29.5.14,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,@types/node,^18.11.14,18.19.78,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,@types/qs,^6.9.7,6.9.18,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,base64url,^3.0.1,3.0.1,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,enquirer,^2.3.6,2.4.1,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,jest,^29.3.1,29.7.0,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,open,^8.4.0,8.4.2,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,prando,^6.0.1,6.0.1,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,prettier,^2.5.1,2.8.8,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,qs,^6.11.0,6.14.0,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,ts-jest,^29.0.3,29.2.6,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,ts-node,^10.9.1,10.9.2,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,typescript,^4.9.4,4.9.5,normal
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,eslint,^9.19.0,9.21.0,dev
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,typescript-eslint,^8.22.0,8.25.1-alpha.9,dev
tact-lang/tact-template,2025-W09,98311324f7176a3ebd9bed3f01d4c345c3b9063f,globals,^13.24.0,13.24.0,dev
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,@nowarp/misti,~0.7.1,0.7.1,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,@tact-lang/compiler,^1.6.3,^1.6.3,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,@tact-lang/deployer,^0.2.0,0.2.0,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,@tact-lang/ton-abi,^0.0.3,0.0.3,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,@tact-lang/ton-jest,^0.0.4,0.0.4,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,@ton/core,^0.60.1,0.60.1,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,@ton/crypto,^3.2.0,3.3.0,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,@ton/sandbox,^0.27.0,0.27.1,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,@ton/test-utils,^0.4.2,0.4.2,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,@ton/ton,^13.9.0,13.11.2,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,@types/jest,^29.2.4,29.5.14,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,@types/node,^18.11.14,18.19.80,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,@types/qs,^6.9.7,6.9.18,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,base64url,^3.0.1,3.0.1,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,enquirer,^2.3.6,2.4.1,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,jest,^29.3.1,29.7.0,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,open,^8.4.0,8.4.2,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,prando,^6.0.1,6.0.1,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,prettier,^2.5.1,2.8.8,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,qs,^6.11.0,6.14.0,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,ts-jest,^29.0.3,29.2.6,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,ts-node,^10.9.1,10.9.2,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,typescript,^4.9.4,4.9.5,normal
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,eslint,^9.19.0,9.22.0,dev
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,globals,^13.24.0,13.24.0,dev
tact-lang/tact-template,2025-W10,2c6f15e9099708067e4c61e462650eff7fb1a03d,typescript-eslint,^8.22.0,8.26.1-alpha.3,dev
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,@nowarp/misti,~0.7.1,0.7.1,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,@tact-lang/compiler,^1.6.4,^1.6.4,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,@tact-lang/deployer,^0.2.0,0.2.0,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,@tact-lang/ton-abi,^0.0.3,0.0.3,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,@tact-lang/ton-jest,^0.0.4,0.0.4,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,@ton/core,^0.60.1,0.60.1,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,@ton/crypto,^3.2.0,3.3.0,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,@ton/sandbox,^0.27.0,0.27.1,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,@ton/test-utils,^0.4.2,0.4.2,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,@ton/ton,^13.9.0,13.11.2,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,@types/jest,^29.2.4,29.5.14,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,@types/node,^18.11.14,18.19.80,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,@types/qs,^6.9.7,6.9.18,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,base64url,^3.0.1,3.0.1,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,enquirer,^2.3.6,2.4.1,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,jest,^29.3.1,29.7.0,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,open,^8.4.0,8.4.2,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,prando,^6.0.1,6.0.1,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,prettier,^2.5.1,2.8.8,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,qs,^6.11.0,6.14.0,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,ts-jest,^29.0.3,29.2.6,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,ts-node,^10.9.1,10.9.2,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,typescript,^4.9.4,4.9.5,normal
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,eslint,^9.19.0,9.22.0,dev
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,globals,^13.24.0,13.24.0,dev
tact-lang/tact-template,2025-W11,11e5621d96d12ea3b7c56646639d02981c7ffdc3,typescript-eslint,^8.22.0,8.26.2-alpha.4,dev
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,@nowarp/misti,~0.7.1,0.7.1,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,@tact-lang/compiler,^1.6.5,^1.6.5,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,@tact-lang/deployer,^0.2.0,0.2.0,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,@tact-lang/ton-abi,^0.0.3,0.0.3,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,@tact-lang/ton-jest,^0.0.4,0.0.4,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,@ton/core,^0.60.1,0.60.1,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,@ton/crypto,^3.2.0,3.3.0,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,@ton/sandbox,^0.27.0,0.27.1,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,@ton/test-utils,^0.4.2,0.4.2,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,@ton/ton,^13.9.0,13.11.2,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,@types/jest,^29.2.4,29.5.14,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,@types/node,^18.11.14,18.19.81,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,@types/qs,^6.9.7,6.9.18,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,base64url,^3.0.1,3.0.1,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,enquirer,^2.3.6,2.4.1,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,jest,^29.3.1,29.7.0,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,open,^8.4.0,8.4.2,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,prando,^6.0.1,6.0.1,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,prettier,^2.5.1,2.8.8,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,qs,^6.11.0,6.14.0,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,ts-jest,^29.0.3,29.2.6,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,ts-node,^10.9.1,10.9.2,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,typescript,^4.9.4,4.9.5,normal
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,eslint,^9.19.0,9.23.0,dev
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,globals,^13.24.0,13.24.0,dev
tact-lang/tact-template,2025-W12,cebdee6e14f90507af90f84324f9850441af5f6f,typescript-eslint,^8.22.0,8.27.1-alpha.2,dev
